wavelength (nm);current (A);read noise (A)
350;-0.0000000002794998;0.000000000001779388
355;-0.0000000003930016;0.000000000003153126
360;-0.0000000005348827;0.000000000001927657
365;-0.0000000007142559;0.000000000001797139
370;-0.0000000009471422;0.000000000001753981
375;-0.00000000126903;0.000000000002249077
380;-0.000000001709713;0.000000000003160851
385;-0.000000002324655;0.000000000003230204
390;-0.00000000315714;0.000000000002303956
395;-0.000000004205681;0.000000000002240577
400;-0.000000005456599;0.00000000000186474
405;-0.000000007017736;0.000000000002664037
410;-0.000000008914938;0.000000000001785612
415;-0.00000001122402;0.000000000003375064
420;-0.00000001395534;0.000000000003757714
425;-0.00000001716586;0.000000000004536726
430;-0.00000002090269;0.000000000004217703
435;-0.0000000251002;0.000000000004761362
440;-0.00000002966108;0.00000000000565362
445;-0.00000003457011;0.000000000006524162
450;-0.00000003986893;0.000000000007313854
455;-0.00000004554589;0.00000000000587803
460;-0.00000005197021;0.000000000009218402
465;-0.00000005903292;0.00000000001283892
470;-0.00000006670217;0.000000000009356271
475;-0.00000007498008;0.000000000008552121
480;-0.00000008357227;0.00000000001340842
485;-0.00000009256798;0.00000000001624517
490;-0.0000001019597;0.00000000002044929
495;-0.0000001112911;0.00000000001471352
500;-0.0000001205656;0.00000000002440608
505;-0.0000001297213;0.00000000002195043
510;-0.0000001386867;0.0000000000221176
515;-0.0000001471374;0.00000000002341297
520;-0.0000001550967;0.00000000002710024
525;-0.000000162375;0.00000000001853859
530;-0.0000001689721;0.00000000002764688
535;-0.0000001747287;0.00000000003292438
540;-0.0000001792318;0.00000000002866601
545;-0.0000001822443;0.00000000002752447
550;-0.0000001835549;0.00000000003096237
555;-0.0000001828454;0.00000000004151291
560;-0.000000180097;0.00000000003738584
565;-0.0000001751683;0.00000000002498428
570;-0.0000001458777;0.00000000005733188
575;-0.0000001967282;0.00000000004355018
580;-0.0000002368645;0.0000000000437931
585;-0.0000002648081;0.0000000000348432
590;-0.0000002837892;0.0000000000460099
595;-0.000000296518;0.00000000005756337
600;-0.0000003057543;0.00000000005976791
605;-0.0000003128018;0.00000000005223503
610;-0.0000003182087;0.00000000004615258
615;-0.0000003223767;0.00000000006856844
620;-0.0000003255257;0.00000000005523917
625;-0.0000003276349;0.00000000004935798
630;-0.0000003288309;0.0000000000536777
635;-0.0000003289747;0.00000000005681092
640;-0.0000003280928;0.00000000006284013
645;-0.0000003254943;0.00000000005616753
650;-0.0000003201768;0.00000000003715637
655;-0.0000003146678;0.0000000000504712
660;-0.0000003163454;0.0000000000611154
665;-0.000000328399;0.00000000007819945
670;-0.0000003481865;0.0000000000703247
675;-0.0000003666105;0.00000000007385237
680;-0.0000003807191;0.00000000005565274
685;-0.0000003890678;0.00000000006668388
690;-0.0000003918405;0.00000000007244459
695;-0.0000003903153;0.00000000005601733
700;-0.0000003858161;0.00000000006735062
