wavelength (nm);current (A);read noise (A)
350;-0.0000000002776791;0.000000000007859244
355;-0.0000000003919527;0.000000000004071186
360;-0.0000000005346517;0.000000000004479568
365;-0.0000000007155688;0.000000000005805419
370;-0.0000000009499679;0.000000000003961752
375;-0.000000001274078;0.000000000004059269
380;-0.000000001714312;0.000000000005008493
385;-0.000000002333952;0.000000000006049222
390;-0.000000003165851;0.000000000006822073
395;-0.000000004221871;0.00000000000551998
400;-0.000000005445715;0.000000000006363504
405;-0.000000007029169;0.000000000005594292
410;-0.000000008929091;0.00000000000679218
415;-0.00000001123458;0.000000000006099225
420;-0.00000001397116;0.000000000004611952
425;-0.00000001718476;0.00000000000451861
430;-0.00000002092714;0.000000000004891874
435;-0.00000002513032;0.000000000007439664
440;-0.00000002970019;0.000000000006848083
445;-0.00000003461828;0.000000000006303655
450;-0.00000003992522;0.000000000006086973
455;-0.00000004558057;0.000000000007898742
460;-0.00000005202906;0.000000000008546117
465;-0.00000005909485;0.000000000009733914
470;-0.00000006675654;0.000000000008124199
475;-0.00000007505195;0.00000000001213504
480;-0.00000008365759;0.00000000001312719
485;-0.00000009263929;0.0000000000160662
490;-0.0000001020249;0.00000000001353962
495;-0.000000111322;0.00000000001492971
500;-0.0000001207114;0.00000000001903743
505;-0.0000001298272;0.00000000002003401
510;-0.0000001387786;0.00000000002129531
515;-0.0000001472378;0.00000000002390819
520;-0.0000001552199;0.00000000002647099
525;-0.0000001625796;0.00000000002410751
530;-0.0000001691496;0.00000000002411183
535;-0.0000001748457;0.00000000003240984
540;-0.0000001793394;0.00000000004187975
545;-0.0000001823501;0.00000000002716321
550;-0.0000001836721;0.0000000000302276
555;-0.0000001829682;0.00000000003398221
560;-0.0000001802442;0.00000000003040989
565;-0.0000001751887;0.00000000002480373
570;-0.0000001439045;0.00000000003610286
575;-0.0000001955303;0.00000000003166238
580;-0.0000002363362;0.00000000003311214
585;-0.0000002647389;0.00000000004020328
590;-0.0000002838739;0.00000000005346903
595;-0.0000002966817;0.00000000004191796
600;-0.0000003060383;0.00000000005209149
